"房屋户型","所在楼层","建筑面积","户型结构","套内面积","建筑类型","房屋朝向","建筑结构","装修情况","梯户比例","配备电梯","产权年限","title","price","url"
"3室1厅1厨1卫","中楼层 (共8层)","75.9㎡","平层","暂无数据","塔楼","南","钢混结构","简装","一梯两户","无","70年","此房满五年，户型方正，南北对流通风格局，装修保养好_广州番禺南浦南浦长大公司二手房(广州链家)","21081","https://gz.lianjia.com/ershoufang/108400828784.html"
"2室2厅1厨1卫","中楼层 (共7层)","68㎡","平层","暂无数据","塔楼","东北","钢混结构","简装","一梯四户","无","70年","广州碧桂园两房，安静望花园，楼层适中，视野开阔_广州番禺南浦广州碧桂园美苑二手房(广州链家)","27942","https://gz.lianjia.com/ershoufang/108400727670.html"
"4室2厅1厨2卫","高楼层 (共33层)","128.24㎡","平层","107.23㎡","塔楼","东北","钢混结构","精装","三梯七户","有","70年","新世界凯粤弯  高层望江  大四房_广州荔湾滘口新世界凯粤湾二手房(广州链家)","45072","https://gz.lianjia.com/ershoufang/108400620906.html"
"3室2厅1厨1卫","中楼层 (共24层)","90.67㎡","平层","73.18㎡","塔楼","北","钢混结构","精装","两梯四户","有","70年","区府旁俩房   风景优美  适合居住_广州南沙南沙区府叠翠峰二手房(广州链家)","25367","https://gz.lianjia.com/ershoufang/108400820318.html"
"3室2厅1厨2卫","高楼层 (共16层)","109.6㎡","平层","90.29㎡","塔楼","南","钢混结构","精装","两梯六户","有","70年","怡新花园超方正大三房，南向高楼层，业主自住换房_广州白云梅花园怡新花园二手房(广州链家)","42884","https://gz.lianjia.com/ershoufang/108400779105.html"
"3室2厅1厨1卫","低楼层 (共18层)","88.62㎡","平层","暂无数据","塔楼","南","钢混结构","精装","两梯四户","有","70年","合生湖山国际  南向三房 全新没住 看房提前约即可_广州增城凤凰城合生湖山国际二手房(广州链家)","18506","https://gz.lianjia.com/ershoufang/108400256865.html"
"2室1厅1厨1卫","高楼层 (共7层)","69.1㎡","平层","60.58㎡","塔楼","东南","钢混结构","简装","一梯四户","无","70年","满五唯一，宜居两房，配套齐全，看房方便_广州番禺大石富丽家园二手房(广州链家)","16643","https://gz.lianjia.com/ershoufang/108400504287.html"
"3室2厅1厨1卫","高楼层 (共15层)","102.78㎡","平层","85.53㎡","塔楼","东北","钢混结构","毛坯","一梯四户","有","70年","大城云山  欧式建筑风格  电梯3房毛坯 南向_广州从化太平镇大城云山二手房(广州链家)","12454","https://gz.lianjia.com/ershoufang/108400303549.html"
"2室1厅1厨1卫","低楼层 (共11层)","60㎡","平层","50㎡","塔楼","东南","钢混结构","精装","一梯四户","有","70年","金碧新城 实用两房 厅出阳台 证够两年_广州白云石井金碧新城二手房(广州链家)","31667","https://gz.lianjia.com/ershoufang/108400822436.html"
"3室1厅1厨2卫","中楼层 (共11层)","136.84㎡","平层","113.14㎡","塔楼","南 北","钢混结构","简装","一梯两户","有","70年","南北对流 南向大阳台望花园 中间楼层光线好_广州番禺亚运城亚运城运动员村一区二手房(广州链家)","24335","https://gz.lianjia.com/ershoufang/108400837870.html"
"2室1厅1厨1卫","高楼层 (共9层)","63.5㎡","平层","暂无数据","塔楼","东北","钢混结构","简装","一梯五户","无","70年","陈家祠 龙津东路 两房 通风采光好_广州荔湾龙津龙津东路二手房(广州链家)","23623","https://gz.lianjia.com/ershoufang/108400789441.html"
"3室2厅1厨1卫","中楼层 (共7层)","131.22㎡","平层","118.08㎡","板楼","南","钢混结构","精装","一梯两户","无","70年","新康花园、南向 精致三房两厅、_广州增城白江新康花园二手房(广州链家)","13337","https://gz.lianjia.com/ershoufang/108400530546.html"
"3室2厅1厨1卫","中楼层 (共18层)","104.16㎡","平层","83.41㎡","塔楼","西北","钢混结构","精装","两梯六户","有","70年","万科物业 实用三房 满五唯一 无遮挡视野开阔_广州荔湾大坦沙万科柏悦湾二手房(广州链家)","36483","https://gz.lianjia.com/ershoufang/108400822065.html"
"2室2厅1厨1卫","中楼层 (共5层)","63㎡","平层","暂无数据","塔楼","南","钢混结构","简装","一梯四户","无","70年","2房2厅，南向，有阳台。买一层用二层。_广州番禺番禺客运站石基城市花园二手房(广州链家)","21905","https://gz.lianjia.com/ershoufang/108400487145.html"
"2室2厅1厨1卫","中楼层 (共5层)","87.89㎡","平层","75.11㎡","板楼","东","钢混结构","精装","一梯两户","无","70年","汉溪站 三阳台稀有户型，对流采光好，百米楼距_广州番禺汉溪南国奥林匹克花园二手房(广州链家)","30721","https://gz.lianjia.com/ershoufang/108400584742.html"
"2室2厅1厨1卫","中楼层 (共11层)","63.47㎡","平层","暂无数据","塔楼","南","钢混结构","简装","一梯五户","有","70年","白云新城 隆康花园 电梯中层望白云山 东南向两房_广州白云白云大道南隆康花园二手房(广州链家)","40965","https://gz.lianjia.com/ershoufang/108400788632.html"
"2室1厅1厨1卫","中楼层 (共5层)","45.8㎡","平层","37.64㎡","板楼","南","钢混结构","精装","两梯四户","有","70年","南向精装两房出售 中间楼层 采光好_广州番禺市桥市桥大南路二手房(广州链家)","19651","https://gz.lianjia.com/ershoufang/108400521977.html"
"3室2厅1厨2卫","中楼层 (共19层)","132.6㎡","平层","114.17㎡","塔楼","南","钢混结构","精装","两梯八户","有","70年","金湖雅苑大面积三房 保养好 业主有心卖_广州白云沙太北金湖雅苑二手房(广州链家)","22474","https://gz.lianjia.com/ershoufang/108400716829.html"
"3室2厅1厨1卫","高楼层 (共5层)","75㎡","平层","70.12㎡","板楼","北","钢混结构","精装","一梯四户","无","70年","青怡小三房 业主诚心出售保养好 随时可以看房_广州番禺祈福新村祈福新村青怡居二手房(广州链家)","25734","https://gz.lianjia.com/ershoufang/108400544097.html"
"3室2厅1厨2卫","高楼层 (共26层)","115㎡","平层","91.49㎡","板塔结合","北","钢混结构","毛坯","两梯四户","有","70年","满二 碧桂园城市花园前后中庭 安静户型方正 视野好_广州增城朱村碧桂园城市花园花岸苑二手房(广州链家)","14783","https://gz.lianjia.com/ershoufang/108400614876.html"
"3室2厅1厨2卫","中楼层 (共9层)","113.22㎡","平层","暂无数据","塔楼","东南","钢混结构","简装","一梯八户","无","70年","急售降10万 近地铁 格局方正，楼间距宽，采光度好。_广州花都旧区华侨花园二手房(广州链家)","14574","https://gz.lianjia.com/ershoufang/108400611887.html"
"3室1厅1厨1卫","中楼层 (共12层)","87.66㎡","平层","73.51㎡","塔楼","南","钢混结构","简装","一梯八户","有","70年","淘金路 东南向电梯三房 业主自住 通风采光好_广州越秀淘金淘金路二手房(广州链家)","49054","https://gz.lianjia.com/ershoufang/108400481090.html"
"3室2厅1厨1卫","中楼层 (共18层)","93.68㎡","暂无数据","74.44㎡","塔楼","南","钢混结构","精装","两梯六户","有","70年","富域尚品居 南向大三房 满五唯一税费低 地铁物业_广州黄埔夏园富域尚品居二手房(广州链家)","25620","https://gz.lianjia.com/ershoufang/108400845916.html"
"3室1厅1厨1卫","低楼层 (共9层)","69.15㎡","平层","63.12㎡","塔楼","东北","钢混结构","精装","一梯六户","无","70年","康乃罄 底层三房实用户型 采光充足 南北对流_广州荔湾坑口康乃馨苑二手房(广州链家)","33262","https://gz.lianjia.com/ershoufang/108400744942.html"
"3室2厅1厨1卫","中楼层 (共12层)","80㎡","平层","69.01㎡","塔楼","南","钢混结构","简装","一梯六户","有","70年","逸景翠园 中区南向小三房 户型方正_广州海珠广州大道南逸景翠园二手房(广州链家)","43625","https://gz.lianjia.com/ershoufang/108400765039.html"
"2室1厅1厨1卫","低楼层 (共15层)","64.39㎡","平层","54.09㎡","塔楼","西","钢混结构","精装","两梯六户","有","70年","厅出阳台 户型方正 位置安静 保养新_广州海珠金碧金碧花园第一金碧二手房(广州链家)","34944","https://gz.lianjia.com/ershoufang/108400759170.html"
"2室1厅1厨1卫","高楼层 (共8层)","56.61㎡","平层","暂无数据","塔楼","南 西","钢混结构","简装","一梯六户","无","70年","白云路  高楼层两房  交通便利  采光充足_广州越秀东川路白云路二手房(广州链家)","32680","https://gz.lianjia.com/ershoufang/108400782593.html"
"2室2厅1厨1卫","中楼层 (共7层)","77㎡","平层","70㎡","板塔结合","东南","钢混结构","简装","一梯四户","无","70年","吉祥北园居家两房格局方正业主有心卖看房方便_广州番禺洛溪吉祥北园二手房(广州链家)","22078","https://gz.lianjia.com/ershoufang/108400458217.html"
"3室2厅1厨1卫","高楼层 (共10层)","93㎡","平层","暂无数据","塔楼","南","钢混结构","精装","一梯两户","有","70年","丰庭花园，金洲地铁口物业，南向3房，业主诚心放卖_广州南沙金洲丰庭花园二手房(广州链家)","20420","https://gz.lianjia.com/ershoufang/108400827025.html"
"3室2厅1厨2卫","高楼层 (共8层)","121.69㎡","平层","108.25㎡","塔楼","南","钢混结构","精装","一梯四户","暂无数据","70年","美力倚晴居 南向精装3房2厅2卫 证满五唯一 棠澍旁_广州花都旧区美力倚晴居二手房(广州链家)","12738","https://gz.lianjia.com/ershoufang/108400815741.html"
"2室1厅1厨1卫","低楼层 (共9层)","63.01㎡","平层","暂无数据","塔楼","北","钢混结构","简装","一梯四户","无","70年","电梯两房，格局方正，居住安静舒适_广州天河华景新城棠雅苑二手房(广州链家)","40946","https://gz.lianjia.com/ershoufang/108400777597.html"
"3室2厅1厨2卫","高楼层 (共20层)","122.33㎡","平层","99.2㎡","塔楼","东北","钢混结构","精装","两梯九户","有","70年","明华轩安静电梯房 楼龄新 三房两卫 厅出阳台 南北向_广州越秀五羊新城明华轩二手房(广州链家)","61310","https://gz.lianjia.com/ershoufang/108400828708.html"
"1室1厅1厨1卫","中楼层 (共9层)","48㎡","平层","42.38㎡","塔楼","南","钢混结构","精装","一梯八户","无","70年","总价低！ 框架 南北向 小户型单位 过五年 即可看房_广州越秀淘金淘金路二手房(广州链家)","53125","https://gz.lianjia.com/ershoufang/108400839656.html"
"1室1厅1厨1卫","高楼层 (共18层)","48.16㎡","平层","暂无数据","塔楼","东","钢混结构","精装","两梯四户","有","70年","惠百氏广场 1室1厅 115万_广州增城白江惠百氏广场二手房(广州链家)","23879","https://gz.lianjia.com/ershoufang/108400788144.html"
"2室2厅1厨1卫","高楼层 (共15层)","75.6㎡","平层","64.93㎡","塔楼","北","钢混结构","精装","两梯八户","有","70年","心谊路 又一居花园 电梯高层 采光好 户型方正_广州白云机场路又一居花园二手房(广州链家)","34127","https://gz.lianjia.com/ershoufang/108400530191.html"
"2室2厅1厨1卫","高楼层 (共18层)","76.93㎡","平层","64㎡","塔楼","北","钢混结构","精装","两梯六户","有","70年","越秀岭南雅筑   安静 实用大2房   证过两年  环境舒适_广州黄埔香雪越秀岭南雅筑二手房(广州链家)","26648","https://gz.lianjia.com/ershoufang/108400282300.html"
"2室2厅1厨1卫","高楼层 (共18层)","82㎡","平层","暂无数据","塔楼","西北","钢混结构","精装","三梯一户","有","70年","高层采光好  广州北不需要指标  带精装修 随时看房_广州花都山前大道美林湖天汇半岛二手房(广州链家)","7683","https://gz.lianjia.com/ershoufang/108400593406.html"
"3室2厅1厨1卫","高楼层 (共9层)","55.33㎡","平层","暂无数据","塔楼","东","钢混结构","精装","一梯四户","无","70年","逢源正街 荔湾湖旁 户型方正实用 阳台朝东_广州荔湾西关龙津西路二手房(广州链家)","26207","https://gz.lianjia.com/ershoufang/108400819386.html"
"2室1厅1厨1卫","低楼层 (共3层)","43.81㎡","平层","暂无数据","塔楼","东南","钢混结构","简装","一梯两户","暂无数据","70年","恩宁路  底层两房  实用面积大  通风采光好_广州荔湾黄沙恩宁路二手房(广州链家)","23968","https://gz.lianjia.com/ershoufang/108400636630.html"
"2室2厅1厨1卫","低楼层 (共27层)","66.36㎡","平层","59㎡","塔楼","东北","钢混结构","精装","两梯八户","有","70年","华逸锦轩 格局方正 安静小区_广州越秀五羊新城华逸锦轩二手房(广州链家)","57264","https://gz.lianjia.com/ershoufang/108200018834.html"
"2室2厅1厨1卫","中楼层 (共16层)","83.62㎡","平层","68.72㎡","塔楼","南","钢混结构","精装","两梯六户","有","70年","黄埔花园 中楼层南向 安静不吵 采光明亮_广州黄埔黄埔区府黄埔花园二手房(广州链家)","38269","https://gz.lianjia.com/ershoufang/108400693956.html"
"3室1厅1厨1卫","高楼层 (共18层)","98㎡","平层","暂无数据","塔楼","北","钢混结构","简装","两梯八户","有","70年","电梯高层，视野开阔，一线公园景色_广州天河天河公园粤和楼二手房(广州链家)","42858","https://gz.lianjia.com/ershoufang/108400805065.html"
"6室2厅1厨3卫","高楼层 (共18层)","116.48㎡","复式","暂无数据","塔楼","北","钢混结构","精装","两梯两户","有","70年","地铁物业，流溪河畔100米，厅望河，带大露台。_广州从化神岗镇雅居乐小院流溪二手房(广州链家)","15883","https://gz.lianjia.com/ershoufang/108400556017.html"
"3室1厅1厨1卫","中楼层 (共7层)","55㎡","平层","50㎡","塔楼","南","钢混结构","精装","一梯三户","无","70年","楼梯中层 格局方正 配套设施完善_广州番禺市桥清河中路二手房(广州链家)","17819","https://gz.lianjia.com/ershoufang/108400468532.html"
"3室2厅1厨2卫","低楼层 (共33层)","103.58㎡","平层","79.09㎡","塔楼","南 北","钢混结构","毛坯","两梯四户","有","70年","融创住宅少有在售户型，中层视野好，南北对流_广州花都花山镇广州融创文旅城B1区二手房(广州链家)","23654","https://gz.lianjia.com/ershoufang/108400666956.html"
"1室1厅1厨1卫","低楼层 (共9层)","59.78㎡","平层","暂无数据","塔楼","北","钢混结构","简装","一梯六户","无","70年","周门南小区 稀有低层 厅出阳台 户型方正_广州荔湾周门周门小区周门南路二手房(广州链家)","29275","https://gz.lianjia.com/ershoufang/108400840832.html"
"2室2厅1厨1卫","中楼层 (共26层)","75㎡","平层","59.77㎡","塔楼","西南","钢混结构","精装","两梯五户","有","70年","晴海岸    一线海景    精装两房_广州南沙南沙湾晴海岸二手房(广州链家)","21067","https://gz.lianjia.com/ershoufang/108400543924.html"
"2室1厅1厨1卫","中楼层 (共9层)","64.98㎡","平层","暂无数据","塔楼","东北","钢混结构","简装","一梯八户","无","70年","云东花园中层两房 望白云山 采光通透 空气流通_广州白云景泰云东花园二手房(广州链家)","24623","https://gz.lianjia.com/ershoufang/108400769979.html"
"2室1厅1厨1卫","中楼层 (共6层)","50.91㎡","平层","暂无数据","板楼","东南","钢混结构","精装","一梯一户","无","70年","共和苑 低楼层 诚心售 南向户型 精装修_广州越秀杨箕共和苑二手房(广州链家)","51071","https://gz.lianjia.com/ershoufang/108400786783.html"
"2室1厅1厨1卫","高楼层 (共9层)","50.09㎡","平层","暂无数据","塔楼","北","钢混结构","简装","一梯六户","无","70年","南岸路 环翠园 方正实用两房 通风采光好_广州荔湾南岸路环翠园二手房(广州链家)","24956","https://gz.lianjia.com/ershoufang/108400844375.html"
"1室1厅1厨1卫","中楼层 (共23层)","33㎡","平层","27㎡","塔楼","西","钢混结构","精装","两梯十户","有","70年","今日丽舍  1室1厅 过两年 电梯高层采光好_广州番禺大石今日丽舍二手房(广州链家)","27879","https://gz.lianjia.com/ershoufang/108400426373.html"
"3室2厅1厨2卫","中楼层 (共7层)","50㎡","平层","暂无数据","塔楼","南","钢混结构","精装","一梯五户","无","70年","越秀南路 3室2厅 198万_广州越秀越秀南越秀南路二手房(广州链家)","39600","https://gz.lianjia.com/ershoufang/108400774941.html"
"2室1厅1厨1卫","低楼层 (共9层)","51.56㎡","平层","46.59㎡","塔楼","南","钢混结构","简装","一梯两户","无","70年","水荫路 东风公园旁  低层两居室_广州越秀水荫水荫路二手房(广州链家)","46160","https://gz.lianjia.com/ershoufang/108400584892.html"
"2室2厅1厨2卫","高楼层 (共12层)","87.7㎡","平层","暂无数据","塔楼","南","钢混结构","精装","一梯四户","有","70年","广地花园 2室2厅 248.5万_广州番禺星河湾广地花园二手房(广州链家)","28336","https://gz.lianjia.com/ershoufang/108400721210.html"
"3室1厅1厨1卫","中楼层 (共9层)","78.58㎡","平层","70.95㎡","塔楼","南","钢混结构","简装","一梯六户","无","70年","大院管理 西南北向单边位 通风采光好 正规三房_广州越秀建设路黄华路二手房(广州链家)","45177","https://gz.lianjia.com/ershoufang/108400820638.html"
"5室2厅1厨2卫","高楼层 (共18层)","168㎡","平层","暂无数据","塔楼","南 北","钢混结构","精装","两梯三户","有","70年","万象苑 南北对流双阳台 装修保养好 满五唯一_广州增城沙村新塘新世界花园万象苑二手房(广州链家)","19227","https://gz.lianjia.com/ershoufang/108400549360.html"
"2室2厅1厨1卫","中楼层 (共5层)","57.6㎡","平层","暂无数据","板楼","北","钢混结构","精装","一梯两户","无","70年","房子满2年 户型实用 简单装修 随时看房_广州番禺祈福新村祈福新村翠怡居二手房(广州链家)","25174","https://gz.lianjia.com/ershoufang/108400751923.html"
"3室2厅1厨2卫","中楼层 (共21层)","115.2㎡","平层","91.4㎡","板楼","东南","钢混结构","精装","一梯五户","无","70年","高层风景，环视金沙洲，爱享受生活的看过来_广州南海金沙洲万科四季花城灏山美筑二手房(广州链家)","19966","https://fs.lianjia.com/ershoufang/108400309359.html"
"3室1厅1厨1卫","高楼层 (共4层)","80.89㎡","平层","73㎡","板楼","南","钢混结构","简装","一梯四户","无","70年","华工校内3房81平方。380万。南北对流_广州天河五山华南理工大学宿舍西二区二手房(广州链家)","45742","https://gz.lianjia.com/ershoufang/108400516158.html"
"2室2厅1厨1卫","中楼层 (共18层)","77.74㎡","平层","61.57㎡","塔楼","西北","钢混结构","精装","两梯四户","有","70年","时代糖果二期 2室2厅 150万_广州南海金沙洲时代糖果二期二手房(广州链家)","19296","https://fs.lianjia.com/ershoufang/108400773695.html"
"2室1厅1厨1卫","低楼层 (共8层)","64.47㎡","平层","58.25㎡","塔楼","南 北","钢混结构","简装","一梯两户","无","70年","海珠中路 低层二楼 南北朝向 厅出阳台 全明屋_广州越秀西门口海珠中路二手房(广州链家)","32574","https://gz.lianjia.com/ershoufang/108400643682.html"
"3室2厅1厨1卫","中楼层 (共11层)","95.5㎡","平层","79.75㎡","塔楼","东南","钢混结构","精装","两梯六户","有","70年","全屋视野开阔，透风采光良好，硬装布局细腻合理精致_广州番禺桥南雅居乐城南源著二手房(广州链家)","31938","https://gz.lianjia.com/ershoufang/108400809803.html"
"3室2厅1厨2卫","高楼层 (共18层)","103.28㎡","平层","88.28㎡","塔楼","东北","钢混结构","毛坯","两梯五户","有","70年","小区环境优美 ，楼层好 格局靓_广州增城荔城西区嘉汇四季阳光二手房(广州链家)","17913","https://gz.lianjia.com/ershoufang/108400675300.html"
"2室2厅1厨1卫","中楼层 (共16层)","65㎡","平层","暂无数据","板楼","东北","钢混结构","简装","两梯十四户","有","70年","马务地铁站旁电梯刚需两房满五可入户采光通风_广州白云马务天元大厦二手房(广州链家)","22308","https://gz.lianjia.com/ershoufang/108400667447.html"
"3室2厅1厨2卫","高楼层 (共18层)","98㎡","平层","暂无数据","塔楼","东南","钢混结构","精装","两梯六户","有","70年","金碧雅苑 3室2厅 390万_广州白云黄边金碧雅苑二手房(广州链家)","39796","https://gz.lianjia.com/ershoufang/108400727610.html"
"3室2厅1厨1卫","低楼层 (共6层)","67㎡","平层","60.7㎡","板楼","南","钢混结构","精装","一梯两户","无","70年","新港中路344号大院 3室2厅 280万_广州海珠客村新港中路344号大院二手房(广州链家)","41792","https://gz.lianjia.com/ershoufang/108400824231.html"
"3室2厅1厨2卫","中楼层 (共32层)","83㎡","平层","65.3㎡","塔楼","东南","钢混结构","简装","三梯八户","有","70年","阳光充足、位置好、电梯中层、面积实用_广州番禺市桥侨基花园二手房(广州链家)","21687","https://gz.lianjia.com/ershoufang/108400139920.html"
"2室1厅1厨1卫","低楼层 (共9层)","52.66㎡","平层","暂无数据","塔楼","北 南","钢混结构","简装","一梯五户","有","70年","金道花园电梯楼小两房  首付预算低_广州荔湾鹤洞金道花园二手房(广州链家)","31334","https://gz.lianjia.com/ershoufang/108400825597.html"
"1室1厅1厨1卫","中楼层 (共32层)","43.12㎡","平层","34.61㎡","塔楼","北","钢混结构","简装","两梯八户","有","70年","锦绣天伦单间   近官湖站   生活便利_广州增城新塘北锦绣天伦花园二手房(广州链家)","18785","https://gz.lianjia.com/ershoufang/108400598731.html"
"1室1厅1厨1卫","低楼层 (共29层)","55.76㎡","平层","43.11㎡","塔楼","西","钢混结构","简装","两梯七户","有","70年","银业国际 住宅性质 保养新城 房大厅大 交通有方便_广州海珠广州大道南银业国际公寓二手房(广州链家)","38559","https://gz.lianjia.com/ershoufang/108400815379.html"
"3室2厅1厨1卫","中楼层 (共15层)","103.59㎡","平层","83.54㎡","塔楼","北","钢混结构","毛坯","两梯四户","有","70年","毛坯三房，南向望花园，自行安排装修风格。_广州花都炭步好美嘉园二手房(广州链家)","10619","https://gz.lianjia.com/ershoufang/108400788280.html"
"3室1厅1厨1卫","高楼层 (共11层)","101.27㎡","平层","83.94㎡","塔楼","南","钢混结构","精装","一梯六户","有","70年","刚需实用三房，采光好，价格实惠_广州增城新塘南锦绣新天地二手房(广州链家)","14319","https://gz.lianjia.com/ershoufang/108400625091.html"
"2室1厅1厨1卫","低楼层 (共7层)","55.18㎡","平层","暂无数据","塔楼","南","钢混结构","简装","一梯四户","无","70年","富丽家园福泰园出门公交.户型方正实用刚需房_广州番禺大石富丽家园福泰园二手房(广州链家)","22654","https://gz.lianjia.com/ershoufang/108400635048.html"
"3室2厅1厨1卫","中楼层 (共18层)","87.67㎡","平层","暂无数据","塔楼","南","钢混结构","精装","两梯四户","有","70年","区府楼盘    蕉门河畔   龙光物业_广州南沙南沙区府龙光棕榈水岸南区二手房(广州链家)","23612","https://gz.lianjia.com/ershoufang/108400410194.html"
"3室1厅1厨1卫","高楼层 (共8层)","71㎡","平层","61.55㎡","塔楼","东南","钢混结构","简装","一梯两户","无","70年","大东路 南向三房 证过两年 价格可议_广州番禺市桥大东路二手房(广州链家)","13803","https://gz.lianjia.com/ershoufang/108400604361.html"
"1室0厅1厨1卫","高楼层 (共6层)","26.18㎡","平层","23.2㎡","塔楼","南 西南","钢混结构","简装","一梯三户","暂无数据","70年","条形砖外墙 框架结构 1997年拿地 南向大阳台_广州荔湾陈家祠荔湾路小梅大街二手房(广州链家)","32468","https://gz.lianjia.com/ershoufang/108400748238.html"
"2室2厅1厨1卫","中楼层 (共7层)","60.5㎡","平层","52㎡","板楼","北 东北","钢混结构","精装","一梯四户","无","70年","海晴居中间楼层大两房 位置好 采光好_广州番禺祈福新村祈福新村海晴居二手房(广州链家)","28926","https://gz.lianjia.com/ershoufang/108400706408.html"
"3室2厅1厨2卫","高楼层 (共31层)","106.25㎡","平层","87.92㎡","塔楼","东北","钢混结构","毛坯","两梯六户","有","70年","此房南北对流采光充足配套设施完善交通便利_广州花都铁路西南华时代城二手房(广州链家)","16471","https://gz.lianjia.com/ershoufang/108400600529.html"
"2室1厅1厨1卫","中楼层 (共6层)","45.42㎡","平层","暂无数据","板楼","南","钢混结构","精装","一梯三户","无","70年","龙岗路 低楼层 带装修 两房 交通方便_广州天河沙河龙岗路二手房(广州链家)","28182","https://gz.lianjia.com/ershoufang/108400826019.html"
"4室2厅1厨3卫","高楼层 (共12层)","172㎡","复式","134.92㎡","塔楼","南","钢混结构","简装","一梯五户","有","70年","海滨花园 电梯复式 南向采光好 一线江景顶楼大花园_广州番禺洛溪海滨花园二手房(广州链家)","22675","https://gz.lianjia.com/ershoufang/108400201111.html"
"3室2厅1厨2卫","低楼层 (共9层)","89.48㎡","平层","79.25㎡","塔楼","东南","钢混结构","精装","一梯八户","有","70年","东南向采光好 通风透气 高楼层 视野无遮挡 装修保养好_广州番禺南浦丽江花园丽影楼二手房(广州链家)","22352","https://gz.lianjia.com/ershoufang/108400548414.html"
"2室2厅1厨2卫","高楼层 (共18层)","78.67㎡","平层","暂无数据","塔楼","西","钢混结构","精装","一梯六户","有","70年","花样年华二期 精致两房 望园景 采光好_广州番禺桥南番禺海伦堡花样年华二期二手房(广州链家)","28982","https://gz.lianjia.com/ershoufang/108400640278.html"
"2室2厅1厨1卫","高楼层 (共31层)","89.35㎡","平层","73.02㎡","塔楼","北","钢混结构","精装","两梯六户","有","70年","出行方便，购物方便，教育医疗齐全_广州南沙金洲越秀滨海悦城二手房(广州链家)","23504","https://gz.lianjia.com/ershoufang/108400501526.html"
"2室1厅1厨1卫","中楼层 (共9层)","44.07㎡","平层","39.1㎡","塔楼","南 东北","钢混结构","简装","一梯八户","无","70年","周门小区 实用两房 保养新净 厅出阳台 无遮挡_广州荔湾周门周门小区周门街二手房(广州链家)","33583","https://gz.lianjia.com/ershoufang/108400623377.html"
"2室1厅1厨1卫","高楼层 (共12层)","57.88㎡","平层","46.27㎡","塔楼","东","钢混结构","简装","两梯八户","有","70年","嘉骏豪苑　标准二房　视野开阔　产权清晰　无抵押_广州增城新塘南嘉骏豪苑二手房(广州链家)","16587","https://gz.lianjia.com/ershoufang/108400348876.html"
"2室1厅1厨1卫","低楼层 (共18层)","68.77㎡","平层","57.42㎡","塔楼","东","钢混结构","简装","两梯八户","有","70年","天朗明居 东向 方正两房 户型实用_广州天河棠下富力天朗明居S区二手房(广州链家)","40716","https://gz.lianjia.com/ershoufang/108400343967.html"
"3室1厅1厨1卫","中楼层 (共8层)","69.66㎡","平层","57.2㎡","塔楼","南","钢混结构","精装","一梯两户","无","70年","如意花园框架机构三房诚心出售南北对流_广州番禺洛溪如意花园二手房(广州链家)","22969","https://gz.lianjia.com/ershoufang/108400582310.html"
"2室1厅1厨1卫","中楼层 (共20层)","71.52㎡","平层","暂无数据","塔楼","北","钢混结构","简装","两梯八户","有","70年","穗花新村 两房一厅 原装电梯房 邻近晓港公园_广州海珠昌岗穗花新村二手房(广州链家)","41248","https://gz.lianjia.com/ershoufang/108400828192.html"
"3室1厅1厨1卫","高楼层 (共9层)","76.83㎡","平层","71.63㎡","塔楼","东南","钢混结构","简装","一梯九户","无","70年","诚心转让三房。首付三成，可公积金贷款，交通便利。_广州黄埔文冲祥辉广场二手房(广州链家)","19524","https://gz.lianjia.com/ershoufang/108400231779.html"
"2室2厅1厨1卫","中楼层 (共28层)","87㎡","平层","暂无数据","塔楼","北","钢混结构","毛坯","三梯九户","有","70年","刚需两房,户型方正实用,高楼层视野开阔_广州花都铁路西祈福辉煌台二手房(广州链家)","17242","https://gz.lianjia.com/ershoufang/108400656044.html"
"3室1厅1厨1卫","中楼层 (共9层)","67.79㎡","平层","暂无数据","塔楼","南","钢混结构","精装","一梯十户","无","70年","怡安花园  中层实用单位 看花园 业主装修保养新_广州海珠滨江中怡安花园二手房(广州链家)","36142","https://gz.lianjia.com/ershoufang/108400526673.html"
"3室2厅1厨1卫","高楼层 (共22层)","78.91㎡","平层","67.52㎡","塔楼","西南","钢混结构","简装","两梯八户","有","70年","金道花园 原装电梯3房 户型方正 采光好无遮挡_广州荔湾鹤洞金道花园二手房(广州链家)","27880","https://gz.lianjia.com/ershoufang/108400833081.html"
"1室1厅1厨1卫","低楼层 (共31层)","31.78㎡","平层","暂无数据","塔楼","南","钢混结构","精装","三梯十八户","有","70年","旭日大厦 精致一房一厅 南向无遮挡 封闭式绿化小区_广州荔湾龙津旭日大厦二手房(广州链家)","33984","https://gz.lianjia.com/ershoufang/108400665346.html"
"3室2厅1厨2卫","中楼层 (共18层)","93.9㎡","平层","76.18㎡","塔楼","北","钢混结构","精装","两梯五户","有","70年","环境好 大型小区 安静舒适 保利品质_广州荔湾龙溪保利塞纳维拉二手房(广州链家)","28222","https://gz.lianjia.com/ershoufang/108400201870.html"
"3室1厅1厨1卫","中楼层 (共8层)","80.2㎡","平层","64.38㎡","塔楼","东南","钢混结构","简装","一梯四户","无","70年","海滨花园望花园中间位置三房 户型方正 通风采光靓_广州番禺洛溪海滨花园二手房(广州链家)","26808","https://gz.lianjia.com/ershoufang/108400419115.html"
