,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,title,price,房间数量,客厅数量,厨房数量,厕所数量,楼层,楼层总数
1003,86.76,北,精装,两梯六户,1,地铁物业 电梯高层 采光通风好的居住房_广州花都铁路西保利悦廷二手房(广州链家),19480,3,2,1,1,高,21
1908,98.46,北,精装,一梯四户,1,98方大二房 高楼层望花园 产权清晰交易方便_广州增城凤凰城碧桂园凤凰城凤馨苑二手房(广州链家),19501,2,1,1,2,高,11
630,76.83,东南,简装,一梯九户,0,诚心转让三房。首付三成，可公积金贷款，交通便利。_广州黄埔文冲祥辉广场二手房(广州链家),19524,3,1,1,1,高,9
1361,86,南,毛坯,两梯四户,1,沙村站  尚东阳光雅苑南向两房业主诚意出售_广州增城沙村尚东阳光雅苑二手房(广州链家),19535,2,2,1,1,中,25
840,91.11,南,精装,一梯四户,1,凤馨苑南向新颖小两房  满五年唯一住房  随时可看_广州增城凤凰城碧桂园凤凰城凤馨苑二手房(广州链家),19537,2,2,1,1,中,11
129,94.48,西 西北,精装,一梯四户,1,凤凰城凤妍苑，满五年，精装三房，高楼层采光好_广州增城凤凰城碧桂园凤凰城凤妍苑二手房(广州链家),19581,3,2,1,1,中,18
1928,59.19,北,精装,两梯十户,1,中高楼层，视野好，装修好，拎包即可入住_广州花都铁路西祈福万景峰二手房(广州链家),19598,2,2,1,1,中,27
1354,53,东,精装,七梯三十七户,1,凤凰城凤晴苑，东向望别墅，无遮挡，一线别墅景观_广州增城凤凰城碧桂园凤凰城凤晴苑二手房(广州链家),19623,1,1,1,1,中,28
558,45.8,南,精装,两梯四户,1,南向精装两房出售 中间楼层 采光好_广州番禺市桥市桥大南路二手房(广州链家),19651,2,1,1,1,中,5
1871,94.04,南,精装,一梯四户,0,新世界花园嘉怡苑 实用方正三房 证满五年唯一物业_广州增城沙村新塘新世界花园嘉怡苑二手房(广州链家),19673,3,2,1,1,中,6
1263,74.2,北,简装,一梯四户,0,番禺华发明苑 实用两房 通风采光好_广州番禺市桥华发明苑二手房(广州链家),19677,2,2,1,1,高,7
448,75.2,东北,精装,两梯十二户,1,南沙区政府 精装两房 带入户 诚意出售150万_广州南沙黄阁南沙境界家园二手房(广州链家),19681,2,1,1,1,低,17
921,134.6,南,精装,一梯两户,1,双阳台 精装修 大三房 电梯房 南向_广州番禺市桥银苑大厦(番禺)二手房(广州链家),19688,3,2,1,2,高,9
1204,190.31,南,精装,一梯四户,0,广地花园 4室2厅 375万_广州番禺星河湾广地花园二手房(广州链家),19705,4,2,1,2,高,7
1777,136,南,简装,一梯两户,0,怡乐园 三房户型 户型方正 南北对流_广州番禺市桥怡乐园(番禺)二手房(广州链家),19706,3,2,1,2,中,6
96,106.48,南 北,毛坯,两梯四户,1,业主诚心售卖  南北对流  方正三房  证过两年  地铁盘_广州增城沙村尚东阳光雅苑二手房(广州链家),19723,3,2,1,2,中,30
1686,43.03,南,简装,一梯十四户,0,棠溪楼梯中层 方正两房 安静舒适 诚心出售_广州白云机场路三元里大道二手房(广州链家),19754,2,2,1,1,高,9
1497,79.9,东南,精装,两梯六户,1,东区南向两房，户型方正，通风采光好，宜居型两房_广州黄埔开发东区凯信东方华庭二手房(广州链家),19775,2,2,1,1,低,17
1219,81.87,东南,精装,两梯十一户,1,业主有心卖，东南向两房，价格笋_广州黄埔开发西区皇冠国际公寓二手房(广州链家),19788,2,1,2,1,高,19
1380,97,北,精装,一梯四户,1,三房带主套 实用户型 保养新颖 省个税 交易安全便捷_广州增城凤凰城碧桂园凤凰城凤馨苑二手房(广州链家),19794,3,2,1,2,中,11
2004,80.33,南,精装,两梯四户,1,顺欣花园 万达广场旁 精装两房 看房方便_广州增城新塘北顺欣花园二手房(广州链家),19794,2,1,1,1,中,16
841,85.37,东南,毛坯,一梯六户,1,龙光棕榈水岸南区 2室2厅 169万_广州南沙南沙区府龙光棕榈水岸南区二手房(广州链家),19797,2,2,1,1,低,18
1110,48.48,北,精装,三梯十六户,1,宏城汇一房一厅带租约出售即买即收租_广州增城白江新都盛世名门宏城汇二手房(广州链家),19802,1,1,1,1,低,22
1517,93.86,南,精装,一梯四户,1,宏康和园 南向 精装 安静三房 楼龄新 业主诚意出售_广州黄埔开发东区宏康花园宏康和园二手房(广州链家),19817,3,2,1,1,低,15
1360,73.02,南 北,毛坯,两梯六户,1,锦绣天伦南北对流高楼层对花园两房诚心出售_广州增城新塘北锦绣天伦花园二手房(广州链家),19858,2,2,1,1,高,18
1297,75.52,北,精装,两梯八户,1,视野开阔，中高层望花园，精装修，可拎包入住_广州增城新塘北锦绣天伦花园二手房(广州链家),19863,2,2,1,1,低,32
1755,95.66,南,精装,一梯四户,0,绿庭雅苑 户型方正 南向望小区_广州番禺桥南绿庭雅苑二手房(广州链家),19863,3,1,1,1,高,7
721,93,东南 南,简装,三梯十二户,1,盛 世 名 门.宏城汇. 南 向 三 房_广州增城白江新都盛世名门宏城汇二手房(广州链家),19893,3,2,1,2,中,22
651,136.66,南,精装,两梯四户,1,海璟奥园 南向大三房 电梯中层_广州南沙金洲海璟奥园二手房(广州链家),19904,3,2,1,2,中,25
1630,95.44,南 北,精装,两梯四户,1,湖绣苑南向大2房  高楼层  视野开阔_广州增城凤凰城翡翠绿洲湖绣苑二手房(广州链家),19908,2,2,1,1,中,25
989,76.32,北,简装,一梯四户,0,乐嘉花园 舒适2 房 小区环境好_广州白云机场路乐嘉花园二手房(广州链家),19917,2,1,1,1,高,9
1119,46.19,南,精装,一梯两户,0,生活区，刚需2房，满五唯一，税费少_广州黄埔夏园新港生活区二手房(广州链家),19918,2,1,1,1,中,5
1048,125.43,北,精装,两梯四户,1,诚心出售金泽豪庭 望花园小三房景观无遮挡_广州增城白江金泽豪庭二手房(广州链家),19932,3,2,1,2,低,26
1108,80.26,南 北,精装,一梯四户,1,丰庭花园  两房  南向  望园景！！！_广州南沙金洲丰庭花园二手房(广州链家),19936,2,2,1,1,低,15
1303,127.77,南,精装,两梯三户,1,保利东江首.府精装南北对流大三房出售！_广州增城新塘南保利东江首府二手房(广州链家),19958,3,2,1,2,低,32
599,115.2,东南,精装,一梯五户,0,高层风景，环视金沙洲，爱享受生活的看过来_广州南海金沙洲万科四季花城灏山美筑二手房(广州链家),19966,3,2,1,2,中,21
1555,80.13,东北,精装,两梯六户,1,业主急卖 高楼层 视野好 配套成熟 看房方便_广州黄埔开发东区宏康花园五期宏康东筑二手房(广州链家),19968,2,2,1,1,高,25
328,109,南,精装,两梯六户,1,南向中楼层 户型实用 随时看房_广州增城荔城中区合汇·中央广场二手房(广州链家),20000,3,1,1,1,低,37
1733,101,南,精装,两梯六户,1,业主诚心售卖  开发商原装   全新未入住_广州黄埔科学城珠江嘉园二手房(广州链家),20000,3,2,1,2,低,32
1457,41,南,精装,一梯五户,0,骏兴楼 1室1厅 82万_广州番禺市桥骏兴楼二手房(广州链家),20000,1,1,1,1,中,7
254,132,南,精装,两梯四户,1,金泽豪庭 实用三房 厅出阳台朝南_广州增城白江金泽豪庭二手房(广州链家),20000,3,2,1,2,中,26
2070,49.95,南,精装,三梯十六户,1,宏城汇 1房  满2年 税费少 总价低 交通方便_广州增城白江新都盛世名门宏城汇二手房(广州链家),20021,1,1,1,1,中,21
354,62.41,北,简装,一梯六户,0,荔富居 舒适两房 房间通透 99年楼龄 可以公积金贷款_广州越秀流花站前广园西路王圣堂大街二手房(广州链家),20029,2,1,1,1,高,9
821,65.8,南 北,精装,一梯七户,0,番艺花园 温馨一厅三房 业主诚意出售_广州番禺市桥北番艺花园二手房(广州链家),20031,3,1,1,1,中,8
1008,66.39,北,精装,两梯六户,1,精装两房，中高楼层，采光充足，配套齐全，交通便.._广州增城朱村中国铁建国际花园二手房(广州链家),20034,2,2,1,1,中,26
1614,69.8,南,简装,一梯四户,0,莲芳园 大两房 户型方正 保养好_广州番禺大石富丽家园莲芳园二手房(广州链家),20058,2,1,1,1,中,8
1714,108.52,南,精装,两梯八户,1,南北对流复式大四房  使用率高_广州增城朱村保利中航城二手房(广州链家),20089,4,2,1,2,高,13
479,92,南,精装,一梯四户,1,莲花湾畔精装三房两卫业主诚心出售广州仅一套._广州番禺石楼莲花湾畔花园二手房(广州链家),20109,3,2,1,2,中,11
541,135.21,北,精装,两梯三户,1,翡翠绿洲湖绣苑四房两厅两卫出售，证满两年，带精装修_广州增城凤凰城翡翠绿洲湖绣苑二手房(广州链家),20117,4,2,1,2,中,17
1438,79.5,南,精装,两梯六户,1,珠江嘉园  南向两房  中楼层  安静舒适  业主诚心出售_广州黄埔科学城珠江嘉园二手房(广州链家),20126,2,1,1,1,低,32
744,81.94,北,精装,两梯六户,1,锦绣天伦  全新装修未入住  中高楼层大两房_广州增城新塘北锦绣天伦花园二手房(广州链家),20137,2,2,1,1,中,33
1258,109.08,南,精装,一梯四户,0,业主诚心放卖 精装南向三房  采光好 户型方正_广州增城沙村新塘新世界花园嘉怡苑二手房(广州链家),20169,3,2,1,2,中,6
288,73.31,南,精装,一梯四户,0,新世界花园  出售南向俩房 新装修保养好  近地铁_广州增城沙村新塘新世界花园嘉华苑二手房(广州链家),20189,2,2,1,1,中,7
1704,123.82,南,毛坯,两梯四户,1,白江站 汇东国际 毛坯3房 南向通风好 无欠款_广州增城白江汇东国际花园二手房(广州链家),20191,3,2,1,2,高,28
797,86.67,南,简装,一梯两户,0,聚景雅居 交通便利 大两房 南向采光通风好_广州白云机场路聚景雅居二手房(广州链家),20192,2,1,1,1,高,9
1897,61.9,南,精装,一梯一户,0,市桥南，简装两房，玻玛框架，可公积金贷款_广州番禺桥南绣品大街7号二手房(广州链家),20194,3,1,1,1,高,4
1196,97.02,南,精装,两梯四户,1,楼层高，视野开阔，出行便利。采光好_广州增城凤凰城碧桂园凤凰城凤馨苑二手房(广州链家),20203,2,2,1,1,高,18
146,54.42,西,简装,一梯三户,0,机场路 飞翔公园地铁站 户型方正两房 业主诚心出售_广州白云机场路嘉利苑二手房(广州链家),20214,2,1,1,1,高,9
1683,78.16,北,精装,一梯四户,0,凤仪苑  满五唯一 无按揭 环境好_广州增城凤凰城碧桂园凤凰城凤仪苑二手房(广州链家),20215,2,2,1,1,中,6
1202,111.2,南,精装,一梯四户,0,锦绣趣园 南向望园景 单价仅20000元/平方 带主套_广州番禺钟村锦绣生态园趣园二手房(广州链家),20234,3,2,1,2,高,6
809,83,西,精装,一梯六户,1,地铁两房，业主刚精装修过，急卖，满5唯一，有钥匙。_广州增城白江东景华庭二手房(广州链家),20241,2,2,1,1,中,11
659,43.42,东南,简装,一梯三户,0,这个房子是满五年唯一的，装修新净，通风采光好。_广州白云机场路机安宿舍二手房(广州链家),20268,2,1,1,1,高,6
337,70.02,南,精装,一梯八户,0,小区管理， 带平台使用，配套设施齐全，交通便利_广州番禺市桥华侨城(番禺)二手房(广州链家),20280,3,2,1,1,低,8
1973,57.1,西,简装,一梯四户,0,华侨城 步梯实用两房 采光通风好_广州番禺市桥华侨城(番禺)二手房(广州链家),20316,2,1,1,1,低,7
942,88.6,东南,精装,一梯七户,0,大石地铁物业  今日丽舍精装三房  采光透风好_广州番禺大石今日丽舍二手房(广州链家),20317,3,2,1,1,高,9
676,57.02,东,简装,一梯十户,0,实用三房 实用率高 低楼层 带平台_广州越秀桂花岗解放北路桂花岗二手房(广州链家),20344,3,1,1,1,低,5
94,90.93,北,毛坯,一梯四户,1,价格笋  总价低  云峰花园四期地铁口物业_广州花都镜湖大道云峰花园4期二手房(广州链家),20346,2,2,1,1,高,11
1739,62.9,南,简装,一梯十二户,0,百丰楼舒适两房 过五唯一税费少_广州番禺大石富丽家园百丰楼二手房(广州链家),20350,2,1,1,1,高,8
1556,84.39,北,简装,两梯四户,1,地铁口小区，成熟配套，实用型2房_广州增城沙村新塘新世界花园万象苑二手房(广州链家),20382,2,2,1,1,低,18
1456,117.61,东南,精装,两梯四户,1,滨海水晶湾广外附幼附fu小XUEWEI房，看房方便_广州南沙滨海花园滨海水晶湾二手房(广州链家),20407,3,2,1,2,低,18
1307,67.6,北,精装,一梯四户,0,中间楼层，安静舒适，户型方正实用，采光好通风足。_广州番禺番禺客运站石基城市花园二手房(广州链家),20415,2,1,1,1,中,5
570,93,南,精装,一梯两户,1,丰庭花园，金洲地铁口物业，南向3房，业主诚心放卖_广州南沙金洲丰庭花园二手房(广州链家),20420,3,2,1,1,高,10
410,27.9,南,精装,三梯十六户,1,方正一房 中间楼层 打造自己的小窝_广州增城白江新都盛世名门宏城汇二手房(广州链家),20431,1,1,1,1,中,22
262,68.52,北,精装,一梯七户,0,瑶台花园 三元里地铁口 精致两房 厅出阳台_广州越秀三元里瑶台花园二手房(广州链家),20432,2,1,1,1,高,9
1199,92.97,东,精装,两梯五户,1,金泽豪庭 精装三房 高楼层景观好 保养新净_广州增城白江金泽豪庭二手房(广州链家),20437,3,2,1,1,高,32
1982,121.29,东南,精装,两梯三户,1,笋盘来咯，真房源，花城稀有户型_广州南海金沙洲万科四季花城悦山美筑二手房(广州链家),20447,4,2,1,2,低,16
2110,97.8,东南,毛坯,一梯四户,1,番禺亚运城板块 毛坯三房 南向，格局方正 景观好_广州番禺石楼鑫隆世家二手房(广州链家),20450,3,2,1,1,低,15
225,65,南,精装,两梯五户,1,中森名苑少有两房纯南向证过两年找我随时看房_广州增城新塘北中森茗苑二手房(广州链家),20462,2,1,1,1,中,17
1211,92.78,北,简装,两梯四户,1,凤凰城凤馨苑 三房二卫 满五年唯一 诚心出售_广州增城凤凰城碧桂园凤凰城凤馨苑二手房(广州链家),20479,3,2,1,2,高,18
2091,59.79,北,精装,三梯十户,1,这房证够两年，税费低，格局通透，光线充足精装_广州花都铁路西祈福万景峰祈福天龙苑二手房(广州链家),20489,2,1,1,1,低,27
1926,69.77,西南,精装,两梯九户,1,碧桂园蜜柚 2房2  精装修 过手即可入住 业主诚心出售_广州南沙进港大道碧桂园蜜柚二手房(广州链家),20496,2,1,1,1,中,23
1576,97.02,南,精装,两梯四户,1,南向大两房 中高层 视野开阔 通风采光无遮挡_广州增城凤凰城碧桂园凤凰城凤馨苑二手房(广州链家),20512,2,2,1,1,高,18
1592,116.98,东,简装,一梯八户,1,丽江花园 生态小区 方正三房 电梯房_广州番禺南浦丽江花园丽影楼二手房(广州链家),20517,4,2,1,2,中,9
1959,88.55,北,简装,两梯六户,1,合和新城，地铁口三房，户型方正采光好，配套齐全_广州花都镜湖大道合和新城二手房(广州链家),20554,3,1,1,1,高,15
1566,76.35,北,精装,两梯五户,1,朝北大两房，中楼层，通风采光好_广州增城新塘北锦绣天伦花园二手房(广州链家),20564,2,2,1,1,中,32
80,59.27,南,简装,一梯十户,0,华侨城实用两房 中间楼层 南向单位_广州番禺市桥华侨城(番禺)二手房(广州链家),20584,2,1,1,1,中,8
1426,90.3,南,简装,一梯四户,0,不靠路、近门口、税费低、望园景_广州番禺钟村锦绣生态园春满园二手房(广州链家),20599,3,2,1,1,高,6
1328,72.8,南,简装,一梯两户,0,够五年唯一物业 格局方正 框架结构 南向低楼层_广州番禺市桥禺雅园二手房(广州链家),20605,2,2,1,1,中,7
1693,72.3,东,精装,一梯九户,0,方正两房   生活便利   居住舒适   合家欢乐_广州番禺大石富丽家园锦华楼二手房(广州链家),20609,2,1,1,1,中,8
771,68.9,北,简装,一梯一户,0,此房满五年 实用大两房 业主急售_广州番禺祈福新村祈福新村C区二手房(广州链家),20610,2,1,1,1,低,3
1017,106.72,东北,精装,两梯四户,1,北向望花园正规3房产权清晰看房方便_广州增城沙村尚东阳光雅苑二手房(广州链家),20615,3,2,1,1,中,30
324,99.25,东南,精装,两梯四户,1,凤妍4街南向，东南向户型，中楼层，楼层位置好_广州增城凤凰城碧桂园凤凰城凤妍苑二手房(广州链家),20655,3,2,1,1,中,18
122,72.58,南 北,简装,一梯三户,0,新港西路荟翠苑 马赛克外墙小区 装修保养好_广州海珠新港西荟翠苑二手房(广州链家),20667,2,2,1,1,高,9
141,120,东,精装,两梯六户,1,万科四季花城 罕见精装大平层 高层望花园 东南_广州南海金沙洲万科四季花城伴山美筑二手房(广州链家),20667,3,2,1,2,高,16
379,41.59,南,精装,三梯十四户,1,汇东国际花园 精装1房 正南向 望花园 精致户型_广州增城白江汇东国际花园二手房(广州链家),20679,1,0,1,1,高,26
2109,74.93,南,精装,两梯三户,1,广晟海韵兰庭 南向大两房 业主诚心出售_广州南沙进港大道广晟海韵兰庭二手房(广州链家),20686,2,1,1,1,高,18
2078,84.39,北,简装,两梯四户,1,沙村地铁口物业，小区门口就是地铁_广州增城沙村新塘新世界花园万象苑二手房(广州链家),20738,2,2,1,1,中,18
669,91.6,北,精装,一梯四户,0,华发明苑 低楼层  格局方正 居家装修保养好_广州番禺市桥华发明苑二手房(广州链家),20743,3,2,1,1,中,7
318,38.51,东,精装,两梯七户,1,惠百氏广场精装一房 独立厨房和卫生间 实用小户型！_广州增城白江惠百氏广场二手房(广州链家),20774,1,0,1,1,低,18
1961,82.73,北,精装,两梯四户,1,金泽豪庭 地铁口 精装修 方正两房 保养好 笋盘推荐_广州增城白江金泽豪庭二手房(广州链家),20791,2,2,1,1,低,27
2066,90.42,南,精装,三梯十二户,1,13号线白江地铁口南向小三房出售_广州增城白江新都盛世名门宏城汇二手房(广州链家),20792,3,2,1,2,中,22
916,110.56,南,精装,一梯四户,1,东方白云花园大三房 带花园 装修保养好_广州番禺市桥北东方白云花园二手房(广州链家),20804,3,2,1,2,低,6
778,109.5,北,简装,一梯四户,0,金沙湾花园大三房 楼层好 过五唯一   带20方花园_广州番禺桥南金沙湾花园二手房(广州链家),20822,3,2,1,2,低,6
872,101.61,南 西南,简装,一梯两户,1,保利亚奥南苑南北对流户型，中高层，通风采光好_广州番禺亚运城保利公馆2010亚奥南苑二手房(广州链家),20865,3,2,1,2,中,11
1226,83.85,东北,简装,两梯六户,1,时代水岸证过来两年，快速入住，高层电梯3房带精装_广州南海金沙洲时代水岸二手房(广州链家),20871,3,2,1,1,低,30
423,66,北,简装,三梯八户,1,市桥地铁口物业，精致电梯两房，景观好，交通方便_广州番禺市桥侨基花园二手房(广州链家),20910,2,1,1,1,高,32
1206,100.34,东南,毛坯,两梯五户,1,业主诚心放卖，业主一次性购房无按揭，交易简单_广州增城白江碧桂园豪进广场二手房(广州链家),20929,3,1,1,1,低,30
1598,129,东南,精装,两梯三户,1,保利 江景房 无遮挡  精装 业主自住，保养良好_广州增城新塘南保利东江首府二手房(广州链家),20931,3,2,1,1,中,23
880,71.64,北,精装,七梯三十七户,1,精装修两房 户型方正 明厨明卫 采光通风好_广州增城凤凰城碧桂园凤凰城凤晴苑二手房(广州链家),20939,2,1,1,1,高,28
1730,59.16,北,精装,三梯十户,1,证够两年无按揭  高层视野开阔  业主精心设计住家装修_广州花都铁路西祈福万景峰二手房(广州链家),20961,2,1,1,1,高,28
1021,102.55,南,精装,两梯六户,1,锦绣天伦三房两卫 精致新装修 视野宽阔望花园 满二_广州增城新塘北锦绣天伦花园二手房(广州链家),20966,3,2,1,2,低,32
1744,88.57,东南,精装,两梯六户,1,万科南方公园  中层南向3房 业主诚意出售_广州南沙黄阁万科南方公元二手房(广州链家),21001,3,2,1,1,中,20
874,101.29,南 北,简装,两梯四户,1,海璟奥园 中间楼层 视野开阔 采光充足 南向_广州南沙金洲海璟奥园二手房(广州链家),21029,3,1,1,1,中,25
1418,42.3,东 东南,简装,一梯四户,0,中层一房     户型方正   小区管理_广州越秀麓景麓景路二手房(广州链家),21041,1,1,1,1,低,9
1327,54.63,南,简装,一梯五户,0,瑞晖花园 楼梯低层 实用又实惠_广州白云石井瑞晖花园二手房(广州链家),21051,2,1,1,1,低,6
2043,76,东北,简装,一梯四户,0,长江数码花园 3房业主诚意出售_广州番禺钟村长江数码花园(番禺)二手房(广州链家),21053,3,2,1,1,高,6
725,56.97,北,精装,两梯九户,1,花都湖湿地公园旁，小户型实用方正，证够两年拎包入住_广州花都新区祈福生活无限二手房(广州链家),21064,1,1,1,1,低,23
588,75,西南,精装,两梯五户,1,晴海岸    一线海景    精装两房_广州南沙南沙湾晴海岸二手房(广州链家),21067,2,2,1,1,中,26
1281,93.95,东南,精装,两梯四户,1,东南向 高楼层 精装修采光足通风好_广州增城凤凰城碧桂园凤凰城凤妍苑二手房(广州链家),21076,3,2,1,1,中,18
542,75.9,南,简装,一梯两户,0,此房满五年，户型方正，南北对流通风格局，装修保养好_广州番禺南浦南浦长大公司二手房(广州链家),21081,3,1,1,1,中,8
483,90.13,南,精装,两梯六户,1,锦绣天伦90.13㎡精致小三房业主急售_广州增城新塘北锦绣天伦花园二手房(广州链家),21081,3,2,1,1,低,33
1827,94.86,东南,精装,两梯四户,1,东方名都 精装三房 看小区花园_广州增城白江东方名都二手房(广州链家),21084,3,2,1,1,低,23
1978,89.96,南,精装,两梯四户,1,自由人花园 南向  小三房  少有户型_广州花都镜湖大道自由人花园二手房(广州链家),21121,3,2,1,1,高,33
1616,74.68,南,简装,一梯五户,0,荟翠苑 小区管理 原装马赛克外墙 东南向_广州海珠新港西荟翠苑二手房(广州链家),21157,2,2,1,1,高,9
2111,126.18,南 北,精装,两梯五户,1,保利花城精装三房 南北对流全新未入住 汇通广场轻轨旁_广州花都旧区保利花城花园二手房(广州链家),21161,3,2,1,2,低,24
674,127.58,南,精装,两梯四户,1,保利东江江景房 3房2厅 江景房  南向望花园_广州增城新塘南保利东江首府二手房(广州链家),21164,3,2,1,2,低,32
1964,86.43,南,精装,两梯四户,1,精装修过五年唯一环境舒适户型方正实用采光通风好_广州增城沙村尚东阳光雅苑二手房(广州链家),21174,2,1,1,1,中,30
1898,99.01,南,简装,两梯六户,1,锦绣天伦大三房放售 中楼层 生活配套方便_广州增城新塘北锦绣天伦花园二手房(广州链家),21210,3,2,1,2,中,33
1568,83.41,东,精装,两梯四户,1,惠百氏广场  满两年 近地铁 实用三房_广州增城白江惠百氏广场二手房(广州链家),21221,3,2,1,1,中,18
1024,72.97,南,精装,一梯六户,1,翡翠绿洲森林半岛 南向高层两房 随时看房_广州增城凤凰城翡翠绿洲森林半岛二手房(广州链家),21242,2,2,1,1,高,11
733,64,南,精装,一梯两户,0,祈福新村c区 全新装修 业主急卖 有钥匙 随时看房_广州番禺祈福新村祈福新村C区二手房(广州链家),21250,2,1,1,1,中,4
790,11.76,东南,简装,一梯三户,0,飞云楼 1室0厅 25万_广州白云黄石飞云楼二手房(广州链家),21259,1,0,0,0,中,9
1442,101,东北,精装,两梯四户,1,碧桂园天玺湾 3房2卫 南北对流 证满2年_广州南沙进港大道碧桂园天玺湾二手房(广州链家),21288,3,2,1,2,低,30
183,61.07,北,精装,一梯六户,0,鸿图苑 高层正规两房 环境优美_广州荔湾汾水鸿图苑二手房(广州链家),21288,2,1,1,1,高,9
1532,96.23,北,精装,两梯四户,1,南北对流 满五唯一 精装三房小区中间位置 业主急售_广州增城凤凰城碧桂园凤凰城凤馨苑二手房(广州链家),21304,3,1,1,1,高,18
289,96.2,南,简装,一梯四户,0,锦绣生态园趣园 南向3房 证过五年采光通风好出售_广州番禺钟村锦绣生态园趣园二手房(广州链家),21310,3,2,1,2,高,6
235,75.06,西,精装,两梯七户,1,惠百氏 高楼层大两房 采光通风好_广州增城白江惠百氏广场二手房(广州链家),21317,2,2,1,1,高,18
1168,78.81,南,精装,两梯七户,1,碧桂圆凤凰城风晴苑温馨舒适两房_广州增城凤凰城碧桂园凤凰城凤晴苑二手房(广州链家),21318,2,1,1,1,中,17
150,71.06,北,精装,一梯十六户,0,适合小两口的婚房，户型方正，准备加装电梯。_广州白云同德围金德苑二手房(广州链家),21321,2,1,1,1,高,9
8,96.02,北,精装,两梯四户,1,精装三房 南北对流 高楼层 满五唯一 业主急卖_广州增城凤凰城碧桂园凤凰城凤馨苑二手房(广州链家),21350,3,2,1,1,中,18
2021,88.06,西南,精装,两梯五户,1,晴海岸   看海精装3房，证过二保养好_广州南沙南沙湾晴海岸二手房(广州链家),21350,3,2,1,1,低,18
1355,102.9,东南,简装,一梯四户,0,房子业主保养好，中楼层，产权清晰，业主诚心放售_广州番禺市桥北东方白云花园二手房(广州链家),21380,3,2,1,2,高,6
1287,86.4,北,精装,一梯四户,0,户型好  看房方便  业主诚意出售_广州番禺桥南绿庭雅苑二手房(广州链家),21413,3,1,1,2,中,7
1451,70,南,简装,一梯两户,0,小区管理 格局方正3房  南北对流_广州番禺市桥北江南新村二手房(广州链家),21429,3,1,1,1,低,8
161,91,西北,简装,一梯八户,1,丽江花园 丽荃楼 温馨三房 装修保养好_广州番禺南浦丽江花园丽荃楼二手房(广州链家),21429,3,2,1,2,高,9
878,94.19,南,精装,两梯四户,1,宝翠苑 电梯高层 不靠路 小区中间位置_广州番禺市桥宝翠苑二手房(广州链家),21447,3,2,1,2,高,11
1581,87.1,南,精装,两梯四户,1,两房两厅 户型方正  满五唯一 看房方便_广州增城沙村新塘新世界花园万象苑二手房(广州链家),21470,2,2,1,1,低,22
230,79.16,北,精装,三梯十二户,1,新塘白江地铁口过五唯一的二房出售_广州增城白江新都盛世名门宏城汇二手房(广州链家),21476,2,2,1,1,高,22
1337,79,南,简装,一梯四户,0,富丽家园福宁苑 2室1厅 170万_广州番禺大石富丽家园福宁苑二手房(广州链家),21519,2,1,1,1,中,8
202,83.62,西北,简装,一梯四户,0,芳园居教师新村 安静小区 环境优美_广州荔湾坑口芳园居教师新村二手房(广州链家),21526,3,1,1,1,中,9
1734,99.83,北,精装,两梯四户,1,湖绣苑 高楼层三房 保养好 看小区 随时可看_广州增城凤凰城翡翠绿洲湖绣苑二手房(广州链家),21537,3,2,1,1,高,21
1976,55.7,南,精装,一梯六户,0,榕溪花园 新净两房 证够两年 业主诚售_广州白云石井榕溪花园二手房(广州链家),21544,2,1,1,1,中,8
1120,90.5,北,简装,一梯四户,0,户型方正 无遮挡 采光好 3房带主套_广州番禺桥南番禺华景新城二手房(广州链家),21547,3,2,1,2,中,7
1793,89.09,南,精装,两梯六户,1,：自住装修保养好，南北对流，通风好，阳光充足_广州番禺桥南祈福水城二手房(广州链家),21552,3,2,1,2,低,11
357,89.5,西北,简装,一梯八户,1,安静舒适 视野开阔 实用三房 ..._广州番禺南浦丽江花园丽波楼二手房(广州链家),21565,3,2,1,2,低,9
463,62.6,北,精装,一梯六户,0,侨宫苑 低楼层 精装两房 通风采光_广州番禺市桥侨宫苑二手房(广州链家),21566,3,1,1,1,低,8
773,97.33,南,精装,两梯四户,1,中间位置3房2卫    南向15楼     满五唯一_广州增城凤凰城碧桂园凤凰城凤馨苑二手房(广州链家),21577,3,2,1,2,高,18
64,80.94,南,简装,一梯两户,0,穗芳阁 楼梯中低层 南向3房2厅 证过五年 户型方正_广州荔湾滘口穗芳阁二手房(广州链家),21621,3,2,1,2,中,9
1266,49.95,南,精装,三梯十六户,1,聚焦房源：宏城汇1房1厅，南向全新装修，包全新家电_广州增城白江新都盛世名门宏城汇二手房(广州链家),21622,1,1,1,1,高,21
1254,55.47,南,毛坯,六梯二十四户,1,广州融创文旅城A1住宅公寓 红本在手 随时看房_广州花都花山镇广州融创文旅城A1区二手房(广州链家),21634,1,1,1,1,中,31
1635,53.62,东南,简装,一梯四户,0,广园东路 越秀区管辖  中楼层 有门卫管理_广州天河沙河广园东路二手房(广州链家),21634,1,1,1,1,中,8
1894,120.14,南,精装,一梯四户,0,新源雅居 包车位 小区单价最笋 地铁口600米 大润发旁_广州花都新区新源雅居二手房(广州链家),21642,3,2,1,2,高,13
785,70.19,北,简装,一梯四户,0,锦绣生态园乐满园 两房 业主诚心卖_广州番禺钟村锦绣生态园乐满园二手房(广州链家),21656,2,1,1,1,中,6
695,66,西南,简装,三梯八户,1,侨基花园 中楼层 过五年唯一免个税_广州番禺市桥侨基花园二手房(广州链家),21667,2,1,1,1,低,32
